row/col,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
14,,,,,,,,,,,,,,,,,,,,,,P01,P03,P03,P03,P03,P03,P03,P03,P03,P02,P02,P01,P01,P01,P01,P01,P01,P01,P01,P02,P02,P03,P01,,,,,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P02,P03,P03,P03,P03,P01,P01,P01,P01,P01,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,P01,P01,P03,P02,P03,P03,P03,P03,P03,P03,P03,P02,P01,P01,P01,P02,P02,P01,P01,P01,P01,P02,P03,P01,P01,,,,P01,P03,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P02,P03,P03,P03,P03,P03,P01,P01,P01,P01,P01,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,P01,P01,P03,P02,P03,P03,P03,P03,P03,P03,P03,P02,P02,P02,P02,P02,P03,P04,P04,P02,P01,P01,P01,P02,P03,P01,P01,,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P04,P02,P03,P03,P03,P03,P02,P01,P01,P01,P01,P01,P01,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,P01,P01,P03,P03,P02,P02,P03,P03,P03,P03,P03,P03,P03,P02,P03,P04,P10,P17,P19,P19,P19,P14,P05,P01,P02,P03,P03,P01,,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P03,P10,P13,P05,P04,P06,P04,P06,P02,P01,P02,P02,P01,P01,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,P01,P03,P03,P02,P02,P03,P03,P02,P03,P03,P03,P03,P03,P04,P04,P17,P20,P21,P21,P21,P21,P21,P20,P05,P01,P02,P03,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P05,P17,P13,P05,P05,P20,P17,P05,P17,P06,P19,P06,P05,P02,P03,P01,P01,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,P01,P01,P03,P03,P02,P02,P03,P02,P03,P03,P03,P03,P03,P04,P04,P19,P21,P21,P21,P21,P21,P21,P21,P21,P20,P05,P01,P03,P03,P02,P01,P01,P01,P01,P01,P01,P01,P03,P04,P10,P05,P03,P12,P20,P19,P20,P20,P20,P17,P20,P20,P20,P17,P10,P03,P03,P01,P01,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,P01,P03,P02,P02,P01,P03,P03,P02,P03,P04,P03,P03,P04,P04,P19,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P01,P03,P03,P03,P01,P01,P01,P01,P01,P01,P04,P17,P10,P09,P17,P06,P09,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P13,P04,P02,P02,P01,P01,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,P01,P02,P02,P01,P02,P03,P02,P03,P04,P04,P04,P04,P03,P14,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P05,P01,P03,P03,P01,P01,P01,P01,P04,P04,P06,P09,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P19,P05,P02,P01,P01,P01,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,P01,P01,P02,P02,P02,P03,P03,P02,P04,P04,P04,P04,P03,P10,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P10,P01,P03,P03,P01,P01,P01,P02,P06,P10,P10,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P09,P02,P01,P01,P01,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,P01,P02,P02,P02,P02,P03,P02,P02,P03,P04,P04,P03,P06,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P14,P01,P01,P03,P01,P01,P01,P05,P10,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P06,P01,P01,P01,P01,,,,,,,,,,
24,,,,,,,,,,,,,,,,,P01,P02,P02,P02,P03,P03,P01,P03,P03,P03,P03,P05,P19,P14,P14,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P01,P01,P03,P01,P01,P01,P13,P17,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P19,P10,P10,P14,P20,P20,P20,P20,P03,P03,P14,P01,P01,,,,,,,,,
25,,,,,,,,,,,,,,,,P01,P01,P03,P02,P03,P03,P02,P02,P03,P03,P03,P05,P19,P19,P14,P12,P09,P09,P19,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P01,P01,P03,P01,P02,P02,P13,P17,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P19,P06,P06,P09,P14,P14,P14,P20,P20,P20,P05,P05,P19,P17,P01,,,,,,,,,
26,,,,,,,,,,,,,,,,P01,P02,P03,P03,P03,P02,P02,P02,P03,P03,P04,P17,P21,P21,P21,P21,P21,P19,P10,P14,P21,P21,P21,P21,P21,P21,P21,P21,P14,P01,P01,P01,P01,P01,P01,P13,P17,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P14,P10,P14,P14,P21,P21,P20,P20,P19,P12,P07,P06,P05,P17,P20,P01,,,,,,,,,
27,,,,,,,,,,,,,,,,P01,P03,P03,P03,P02,P02,P01,P02,P03,P02,P06,P21,P20,P14,P14,P14,P14,P21,P20,P19,P21,P21,P21,P21,P21,P21,P21,P21,P09,P01,P01,P01,,P01,P01,P10,P17,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P13,P19,P20,P19,P12,P12,P14,P19,P20,P09,P20,P19,P04,P13,P19,P01,,,,,,,,,
28,,,,,,,,,,,,,,,,P01,P03,P03,P02,P02,P01,P01,P03,P03,P10,P10,P09,P09,P13,P07,P03,P05,P13,P14,P20,P21,P21,P21,P21,P21,P09,P09,P14,P05,P01,P01,P01,,P01,P01,P06,P13,P10,P06,P06,P10,P13,P20,P20,P20,P19,P19,P14,P20,P14,P07,P04,P07,P19,P20,P21,P14,P21,P20,P05,P13,P17,P01,,,,,,,,,
29,,,,,,,,,,,,,,,P01,P01,P04,P02,P01,P02,P01,P02,P03,P05,P19,P21,P14,P14,P19,P14,P05,P18,P14,P20,P14,P21,P21,P21,P21,P21,P21,P21,P14,P03,P01,P01,P01,,,P01,P05,P10,P10,P14,P14,P19,P19,P14,P10,P09,P14,P14,P14,P20,P17,P19,P19,P20,P20,P20,P21,P14,P21,P20,P06,P17,P17,P01,,,,,,,,,
30,,,,,,,,,,,,,,,P01,P04,P03,P01,P02,P01,P01,P02,P02,P10,P21,P21,P14,P21,P21,P20,P19,P17,P19,P21,P14,P12,P14,P20,P19,P14,P14,P14,P10,P01,P01,P01,P01,,,P01,P01,P10,P19,P20,P20,P12,P12,P20,P09,P17,P20,P20,P09,P19,P20,P19,P20,P20,P20,P21,P21,P14,P21,P20,P10,P13,P01,P01,,,,,,,,,
31,,,,,,,,,,,,,,,P01,P04,P02,P01,P02,P01,P01,P03,P01,P17,P21,P21,P14,P21,P21,P21,P21,P21,P21,P10,P09,P21,P14,P06,P05,P04,P07,P14,P05,P04,P01,P02,P01,,,,P01,P06,P17,P14,P18,P04,P05,P19,P14,P13,P20,P20,P10,P09,P21,P20,P21,P21,P21,P21,P21,P14,P20,P20,P17,P20,P01,,,,,,,,,,
32,,,,,,,,,,,,,,P01,P01,P03,P01,P02,P02,P01,P02,P02,P03,P19,P21,P21,P21,P21,P21,P21,P21,P21,P20,P10,P19,P21,P10,P06,P14,P09,P21,P13,P03,P04,P02,P02,P01,,,P01,P01,P06,P13,P13,P19,P19,P19,P20,P12,P06,P20,P20,P20,P14,P21,P21,P21,P21,P21,P21,P14,P21,P20,P20,P01,P01,P01,,,,,,,,,,
33,,,,,,,,,,,,,,P01,P04,P02,P01,P02,P01,P01,P02,P01,P04,P19,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P21,P21,P17,P14,P20,P20,P20,P14,P02,P05,P05,P03,P01,,,,P01,P01,P13,P17,P20,P20,P20,P20,P14,P17,P20,P20,P20,P20,P14,P19,P21,P21,P21,P21,P21,P21,P20,P20,P01,,,,,,,,,,,,
34,,,,,,,,,,,,,,P01,P03,P01,P01,P02,P02,P01,P02,P01,P05,P19,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P14,P21,P21,P21,P09,P04,P05,P01,P03,P01,,,,,P01,P10,P20,P20,P20,P20,P20,P14,P17,P20,P20,P20,P20,P20,P19,P14,P14,P21,P21,P21,P21,P20,P20,P01,,,,,,,,,,,,
35,,,,,,,,,,,,,,P01,P03,P01,P01,P02,P02,P02,P02,P02,P05,P19,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P14,P21,P21,P21,P07,P07,P01,P01,P03,P01,,,,,P01,P01,P19,P20,P20,P20,P19,P19,P17,P20,P20,P20,P20,P19,P19,P20,P20,P21,P21,P21,P20,P20,P20,P01,,,,,,,,,,,,
36,,,,,,,,,,,,,P01,P01,P02,P01,P01,P01,P02,P02,P02,P03,P05,P19,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P21,P14,P14,P14,P05,P01,P01,P02,P01,P01,,,,,,P01,P01,P20,P20,P20,P19,P20,P17,P20,P20,P20,P19,P19,P19,P21,P21,P21,P21,P21,P20,P20,P20,P01,,,,,,,,,,,,
37,,,,,,,,,,,,,,P01,P02,P01,P01,P01,P02,P02,P02,P03,P05,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P19,P19,P21,P21,P21,P19,P01,P01,P02,P03,P01,,,,,,,,P01,P14,P20,P20,P20,P19,P13,P13,P20,P20,P20,P20,P21,P21,P21,P21,P21,P21,P20,P20,P20,P01,,,,,,,,,,,,
38,,,,,,,,,,,,,,P01,P01,P01,P01,P01,P03,P02,P02,P03,P05,P19,P21,P21,P21,P20,P20,P21,P21,P21,P21,P21,P19,P19,P21,P21,P21,P21,P05,P01,P01,P02,P03,P01,,,,,,,,P01,P01,P20,P20,P20,P20,P17,P17,P20,P20,P20,P20,P21,P21,P21,P20,P20,P20,P20,P20,P20,P01,,,,,,,,,,,,
39,,,,,,,,,,,,,,P01,P01,P01,P01,P01,P03,P03,P02,P03,P04,P19,P21,P21,P21,P20,P14,P17,P20,P21,P21,P21,P21,P21,P21,P21,P21,P14,P01,P01,P01,P03,P04,P01,,,,,,,,,P01,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P21,P21,P19,P20,P20,P20,P20,P20,P17,P01,,,,,,,,,,,,
40,,,,,,,,,,,,,P01,P01,P01,P01,P01,P01,P02,P03,P03,P03,P02,P13,P20,P21,P21,P21,P21,P17,P13,P13,P17,P19,P19,P19,P21,P21,P19,P03,P01,P01,P01,P03,P03,P01,,,,,,,,,P01,P01,P20,P20,P20,P20,P20,P20,P20,P20,P17,P17,P13,P17,P20,P20,P20,P20,P20,P13,P01,,,,,,,,,,,,
41,,,,,,,,,,,,,P01,P03,P01,P02,P01,P01,P02,P03,P03,P03,P03,P05,P19,P21,P21,P21,P21,P21,P17,P17,P13,P13,P19,P21,P21,P14,P03,P01,P01,P01,P02,P03,P03,P01,,,,,,,,,,P01,P01,P20,P20,P20,P13,P13,P13,P17,P17,P17,P17,P20,P20,P20,P20,P20,P17,P13,P01,,,,,,,,,,,,
42,,,,,,,,,,,,,P01,P03,P02,P02,P01,P01,P02,P03,P03,P03,P03,P06,P10,P20,P21,P21,P21,P21,P21,P19,P19,P20,P21,P21,P12,P02,P01,P01,P01,P01,P03,P03,P03,P01,,,,,,,,,,,P01,P01,P20,P20,P17,P13,P17,P17,P17,P17,P20,P20,P20,P20,P20,P20,P13,P17,P01,P01,,,,,,,,,,,
43,,,,,,,,,,,,,P01,P03,P03,P01,P01,P01,P01,P03,P03,P03,P02,P05,P13,P13,P21,P21,P21,P21,P21,P21,P21,P21,P21,P05,P01,P01,P01,P01,P01,P01,P03,P03,P01,P01,,,,,,,,,,,,P01,P01,P19,P17,P17,P17,P17,P17,P17,P20,P20,P20,P20,P20,P17,P17,P20,P17,P01,P01,,,,,,,,,,
44,,,,,,,,,,,,P01,P01,P03,P03,P01,P01,P01,P01,P03,P03,P03,P04,P05,P19,P13,P17,P21,P21,P21,P21,P21,P21,P19,P04,P01,P01,P01,P01,P01,P02,P01,P03,P03,P01,,,,,,,,,,,,,,P01,P01,P01,P17,P17,P17,P20,P20,P20,P20,P20,P20,P17,P17,P20,P20,P17,P17,P01,P01,P01,P01,P01,,,,,,
45,,,,,,,,,,,P01,P01,P02,P02,P03,P01,P01,P01,P01,P02,P02,P03,P05,P03,P21,P19,P13,P13,P21,P21,P21,P21,P14,P03,P01,P01,P01,P01,P02,P02,P02,P02,P03,P03,P01,,,,,,,,,,,,,,,,P01,P17,P17,P17,P20,P20,P20,P20,P20,P17,P13,P19,P20,P20,P20,P17,P17,P17,P14,P24,P01,P01,P01,P01,P01,P01,P01
46,,,,,,,,P01,P01,P01,P01,P01,P02,P02,P03,P01,P01,P01,P02,P02,P02,P03,P05,P03,P19,P21,P19,P17,P13,P10,P12,P05,P01,P01,P01,P01,P01,P02,P02,P02,P02,P03,P03,P03,P01,,,,,,,,,,,,,,,,P01,P13,P17,P17,P19,P20,P20,P19,P13,P13,P17,P20,P20,P20,P20,P17,P17,P17,P18,P24,P24,P23,P23,P24,P24,P23,P01
47,,,,,,,,P01,P02,P01,P01,P01,P01,P01,P01,P01,P01,P02,P02,P02,P02,P03,P05,P04,P14,P21,P21,P19,P17,P17,P10,P01,P01,P01,P01,P01,P02,P02,P02,P02,P02,P03,P02,P03,P01,,,,,,,,,,,,,,,P01,P01,P17,P13,P13,P13,P13,P13,P13,P17,P17,P20,P20,P20,P20,P20,P17,P17,P13,P22,P24,P24,P23,P24,P24,P23,P22,P01
48,,,,,P01,P01,P01,P01,P08,P04,P02,P01,P01,P01,P01,P01,P01,P02,P02,P02,P01,P03,P05,P05,P12,P21,P21,P21,P20,P19,P06,P01,P01,P01,P01,P02,P02,P02,P02,P03,P02,P03,P02,P02,P01,,,,,,,,,,,,,,P01,P01,P06,P17,P17,P17,P17,P17,P17,P17,P17,P20,P20,P20,P20,P20,P20,P17,P17,P14,P24,P24,P24,P24,P24,P24,P22,P22,P01
49,,,P01,P01,P01,P15,P15,P11,P11,P08,P08,P04,P01,P01,P01,P01,P01,P02,P02,P02,P01,P03,P05,P07,P14,P21,P21,P21,P21,P19,P10,P01,P01,P01,P01,P02,P02,P02,P03,P03,P02,P02,P03,P02,P01,,,,,,,,,,,,P01,P01,P01,P18,P13,P13,P17,P17,P17,P17,P17,P17,P20,P20,P20,P20,P20,P20,P20,P17,P13,P22,P24,P24,P24,P24,P24,P22,P22,P23,P01
50,,P01,P01,P16,P16,P15,P11,P11,P11,P11,P08,P02,P01,P01,P01,P01,P01,P02,P02,P02,P01,P03,P03,P09,P19,P21,P21,P21,P21,P19,P17,P06,P01,P01,P01,P02,P02,P02,P03,P03,P02,P02,P02,P02,P01,,,,,,,,,,,P01,P01,P23,P24,P22,P10,P13,P17,P17,P20,P19,P17,P17,P20,P20,P20,P20,P20,P20,P20,P17,P18,P24,P24,P24,P24,P24,P23,P22,P23,P24,P01
51,P01,P01,P16,P16,P15,P15,P11,P11,P11,P11,P08,P04,P01,P01,P01,P01,P01,P01,P02,P02,P01,P03,P03,P14,P21,P21,P21,P21,P21,P19,P19,P17,P10,P03,P01,P01,P02,P02,P03,P03,P02,P02,P02,P04,P01,,,,,,,,,P01,P01,P01,P23,P23,P24,P24,P12,P13,P17,P17,P20,P20,P20,P20,P20,P20,P20,P20,P20,P20,P17,P12,P24,P24,P24,P24,P24,P24,P22,P23,P24,P24,P01
52,P01,P16,P16,P16,P16,P15,P15,P16,P11,P16,P08,P08,P03,P08,P01,P01,P01,P01,P03,P02,P01,P03,P05,P19,P21,P21,P21,P21,P21,P19,P21,P21,P19,P17,P06,P01,P02,P01,P03,P03,P02,P02,P02,P05,P01,P01,,,,,P01,P01,P01,P01,P23,P22,P23,P24,P24,P24,P23,P10,P17,P17,P17,P20,P20,P20,P20,P20,P20,P20,P20,P19,P18,P24,P24,P24,P24,P24,P24,P24,P23,P24,P24,P24,P01
53,P01,P16,P16,P16,P15,P15,P16,P16,P16,P15,P11,P11,P08,P08,P01,P01,P01,P01,P02,P03,P01,P02,P05,P19,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P17,P05,P01,P01,P02,P02,P01,P02,P02,P05,P08,P01,P01,,P01,P01,P01,P22,P22,P22,P24,P22,P22,P24,P24,P24,P24,P23,P12,P17,P17,P20,P20,P20,P20,P20,P20,P20,P14,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
54,P01,P16,P16,P16,P15,P16,P16,P16,P16,P11,P11,P11,P11,P08,P03,P05,P04,P01,P02,P02,P02,P02,P04,P14,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P10,P08,P03,P02,P01,P02,P01,P01,P01,P04,P08,P08,P01,P01,P01,P22,P22,P23,P24,P22,P24,P24,P22,P24,P24,P24,P24,P24,P24,P18,P14,P13,P19,P20,P19,P14,P14,P18,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
55,P01,P16,P16,P16,P16,P16,P16,P16,P11,P15,P16,P11,P11,P08,P08,P08,P08,P02,P02,P02,P01,P03,P04,P15,P11,P11,P14,P19,P19,P21,P19,P19,P14,P15,P11,P11,P08,P04,P04,P01,P01,P01,P01,P02,P11,P08,P18,P23,P22,P22,P24,P24,P24,P22,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P22,P18,P22,P23,P24,P24,P24,P24,P24,P24,P24,P23,P24,P24,P24,P24,P24,P24,P24,P24,P01
56,P01,P16,P16,P16,P16,P16,P16,P15,P11,P16,P16,P11,P11,P15,P15,P11,P11,P08,P02,P02,P01,P08,P08,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P11,P08,P04,P01,P01,P01,P04,P08,P12,P23,P22,P23,P24,P24,P24,P24,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P22,P23,P24,P24,P24,P24,P24,P24,P24,P24,P01
57,P01,P16,P16,P16,P16,P16,P16,P11,P15,P16,P11,P11,P16,P16,P11,P15,P11,P11,P05,P01,P04,P11,P11,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P11,P11,P04,P03,P02,P04,P08,P22,P22,P22,P24,P24,P24,P24,P24,P24,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P22,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
58,P01,P16,P16,P16,P16,P16,P11,P11,P16,P15,P11,P16,P16,P15,P11,P15,P15,P15,P08,P02,P08,P16,P11,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P11,P08,P08,P03,P11,P09,P22,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
59,P01,P16,P16,P16,P16,P11,P11,P11,P16,P11,P16,P16,P16,P11,P15,P15,P16,P15,P08,P08,P16,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P16,P15,P16,P15,P11,P11,P11,P11,P12,P23,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
60,P01,P16,P16,P16,P15,P11,P15,P15,P15,P11,P16,P16,P15,P11,P16,P16,P15,P16,P11,P15,P16,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P15,P16,P16,P16,P16,P15,P11,P11,P11,P18,P22,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
61,P01,P16,P16,P15,P15,P11,P15,P16,P16,P16,P16,P16,P16,P16,P16,P16,P15,P16,P11,P16,P16,P15,P16,P15,P16,P15,P16,P15,P16,P15,P15,P15,P15,P15,P15,P16,P16,P16,P16,P16,P16,P15,P11,P08,P22,P22,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
62,P01,P16,P16,P15,P16,P11,P16,P16,P16,P16,P16,P16,P16,P16,P16,P15,P16,P15,P15,P16,P16,P16,P16,P16,P16,P15,P16,P16,P16,P15,P16,P16,P15,P16,P16,P16,P16,P16,P16,P16,P16,P15,P11,P08,P22,P22,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
63,P01,P16,P16,P16,P15,P11,P16,P15,P15,P16,P16,P16,P16,P16,P16,P15,P16,P15,P16,P16,P16,P16,P16,P16,P16,P15,P16,P16,P16,P16,P16,P16,P15,P16,P16,P16,P16,P16,P16,P16,P15,P15,P11,P08,P23,P22,P24,P22,P24,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
64,P01,P16,P16,P16,P15,P15,P15,P15,P15,P16,P16,P16,P16,P16,P15,P16,P16,P16,P16,P16,P16,P16,P16,P16,P16,P15,P16,P16,P16,P16,P16,P16,P15,P16,P16,P16,P16,P16,P16,P16,P15,P15,P11,P12,P22,P24,P22,P22,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
65,P01,P16,P16,P16,P15,P15,P15,P15,P15,P16,P15,P16,P16,P16,P15,P16,P16,P16,P16,P15,P16,P16,P16,P16,P16,P15,P16,P16,P16,P16,P16,P16,P15,P16,P16,P16,P15,P15,P16,P16,P11,P11,P11,P12,P22,P24,P22,P22,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
66,P01,P16,P16,P16,P15,P15,P15,P15,P15,P16,P15,P16,P16,P16,P15,P16,P16,P16,P15,P11,P15,P16,P16,P16,P16,P16,P16,P16,P16,P16,P16,P16,P15,P16,P16,P16,P16,P15,P16,P16,P11,P15,P11,P12,P22,P23,P24,P22,P22,P22,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P01
